productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Calfskin Stitched Striped CC Drawstring Bag Black,https://www.fashionphile.com/chanel-calfskin-stitched-striped-cc-drawstring-bag-black-503599,"
                                                    $3,495                                            ",Chanel,,503599,Crossbody,9.5 ,11 ,9.5 ,18 ,2019,"box, dust bag, authenticity card","We guarantee this is an authentic CHANEL Calfskin Stitched Striped CC Drawstring Bag Black or 100% of your money back. This stylish handbag is crafted of diamond stitched grained calfskin leather in black. The bag features a top leather handle, a gold chain shoulder strap with a shoulder leather pad and black and white web strips. This chic bag is detailed with a leather and chain cinch cord with a CC to secure it tightly. The top opens to a black fabric interior with a zipper pocket. This is an ideal everyday bag with a trendy style only from Chanel!",Excell,Faint scuffs,Protective plastic sticker(s) intact,,,
Suede Chocolate Bar Top Handle Flap Beige,https://www.fashionphile.com/chanel-suede-chocolate-bar-top-handle-flap-beige-503265,"
                                                    $895                                            ",Chanel,,503265,Handbags,9.25 ,5.75 ,2.25 ,3 ,Circa 2000s,,"We guarantee this is an authentic CHANEL Suede Chocolate Bar Top Handle Flap Beige or 100% of your money back. This stylish bag is finely crafted of smooth suede leather in light beige with bright yellow accents. The bag features beige squared stitching, and a polished gold plated turn lock. This opens to a matching beige interior with a zipper pocket. This is an ideal shoulder bag for evening from Chanel! ",Very G,"Corner wear, scuffs , color transfer , edge wear , marks",Scratch(es),"Edge wear , color transfer, structure wear","Scuffs , pocket(s) stretched",
Iridescent Lambskin Calfskin Quilted Small Gabrielle Hobo Light Purple,https://www.fashionphile.com/chanel-iridescent-lambskin-calfskin-quilted-small-gabrielle-hobo-light-purple-486654,"
                                                    $3,630                                            ",Chanel,,486654,Crossbody,8.5 ,6 ,3 ,27.5 ,2017,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Iridescent Lambskin Calfskin Quilted Small Gabrielle Hobo Light Purple or 100% of your money back. This chic shoulder bag is constructed of diamond-stitched lambskin leather in an iridescent metallic light purple with a sturdy smooth matching calfskin base. The crossbody bag features thin rainbow-tone chain-link leather-threaded shoulder straps with a shoulder pad. The top zipper opens to a spacious deep red fabric interior with zipper and patch pockets. This shoulder bag is both versatile and chic, from Chanel!",Excell,"Faint scuffs, frayed stitch(es)",Faint scratch(es),Sizing marks,"Marks, bubbled",
Crocodile Embossed Calfskin Graffiti 2.55 Cocodile Reissue Wallet On Chain WOC Black Gold,https://www.fashionphile.com/chanel-crocodile-embossed-calfskin-graffiti-255-cocodile-reissue-wallet-on-chain-woc-black-gold-499578,"
                                                    $3,295                                            ",Chanel,,499578,Crossbody,7.5 ,4.75 ,1.5 ,22.75 ,,"box, dust bag, authenticity card","We guarantee this is an authentic CHANEL Crocodile Embossed Calfskin Graffiti 2.55 Cocodile Reissue Wallet On Chain WOC Black Gold or 100% of your money back. This edgy crossbody bag is crafted in crocodile-embossed calfskin leather in black, painted with gold Chanel logo graffiti. The hardware includes a long matte gold reissue chain shoulder strap and a mademoiselle turn-lock on the front. The single flap opens to a compact black leather and fabric interior with card slots, flat pockets, and a zipper compartment. This versatile chain wallet is suitable for day or evening use from Chanel!",New,,,,Scuffs,
Lambskin Quilted East West Flap Black,https://www.fashionphile.com/chanel-lambskin-quilted-east-west-flap-black-502919,"
                                                    $1,950                                            ",Chanel,"2,300",502919,Handbags,10 ,5 ,2 ,12 ,2006,,We guarantee this is an authentic CHANEL Lambskin Quilted East West Flap Black or 100% of your money back. This stylish shoulder bag is crafted of luxurious padded diamond stitched lambskin leather in black. The bag features a polished silver chain link leather threaded shoulder strap and a silver CC turn lock on the front flap. This opens to a black leather interior with patch pockets. This is a charming bag for day or evening from Chanel!,Very G,"Corner wear, creases, scuffs , structure wea",Scratch(es),,Scuffs,
Glazed Calfskin Large Boy Flap Brown,https://www.fashionphile.com/chanel-glazed-calfskin-large-boy-flap-brown-502931,"
                                                    $2,150                                            ",Chanel,,502931,Handbags,11.75 ,8.25 ,2.75 ,19.75 ,2011,"box, dust bag",We guarantee this is an authentic CHANEL Glazed Calfskin Large Boy Flap Brown or 100% of your money back. This chic shoulder bag is crafted of rich and smooth glazed calfskin leather with linear peripheral quilting. The bag features a ruthenium chain shoulder strap with a leather shoulder pad and ruthenium closure. The flap opens to a black fabric interior with a zipper pocket. This is a perfect large flap bag with the classic luxury of Chanel!,Very G,"Corner wear, scuffs , imprints","Protective plastic sticker(s) intact, faint scratch(es)",Creases,Marks,
Woven Straw Raffia Small Deauville Tote Grey,https://www.fashionphile.com/chanel-woven-straw-raffia-small-deauville-tote-grey-503292,"
                                                    $3,095                                            ",Chanel,,503292,Handbags,13.75 ,10.5 ,5.75 ,10.75 ,2018,"dust bag, authenticity card",We guarantee this is an authentic CHANEL Woven Straw Raffia Small Deauville Tote Grey or 100% of your money back. This lovely woven grey tote is crafted of fine raffia with an iconic Chanel logo in dark blue. The bag features canvas threaded silver chain shoulder straps with leather shoulder pads and grey canvas trim. The top opens to grey fabric interior with zipper and patch pockets. Enjoy this tote for everyday needs with the timeless style only from Chanel. ,Excell,dge wea,Faint scratch(es),Frayed stitch(es),Surface wea,
Lambskin Iridescent PVC Chevron Quilted Medium Boy Flap Black Silver,https://www.fashionphile.com/chanel-lambskin-iridescent-pvc-chevron-quilted-medium-boy-flap-black-silver-503339,"
                                                    $3,250                                            ",Chanel,"4,700",503339,Crossbody,9.75 ,5.75 ,2.75 ,20 ,2017,authenticity card,We guarantee this is an authentic CHANEL Lambskin Iridescent PVC Chevron Quilted Medium Boy Flap Black Silver or 100% of your money back. This chic shoulder bag features smooth luxurious lambskin leather with PVC chevron quilting framed by linear quilting. The bag features a polished silver chain link and shoulder pad shoulder strap with a silver and black squared CC for the facing flap. This opens to a black interior with room for essentials for daytime and evening wear with the timeless quality and style only from Chanel!,Very G,"Scuffs , faded area(s), edge wear , marks, substantial corner wea","Scratch(es) , pitt","Edge wear , scuffs","Residue marks , scuffs , marks",
Caviar Chevron Quilted Boy Wallet On Chain WOC Blue,https://www.fashionphile.com/chanel-caviar-chevron-quilted-boy-wallet-on-chain-woc-blue-503399,"
                                                    $2,595                                            ",Chanel,,503399,Crossbody,7.5 ,5 ,1.25 ,24 ,2018,authenticity card,"We guarantee this is an authentic CHANEL Caviar Chevron Quilted Boy Wallet On Chain WOC Blue or 100% of your money back. This stylish shoulder bag is crafted of luxurious chevron quilted caviar leather in blue. The bag features an aged gold chain link leather threaded shoulder strap and a facing aged gold Chanel boy CC push lock detail. The flap opens to a matching fabric interior with a full zipper pocket and card slots, ideal for day or evening wear with the timeless style of Chanel!",Excell,dge wea,"Scratch(es) , tarnish",,mprints,
Lambskin Top Handle Logo Flap Black,https://www.fashionphile.com/chanel-lambskin-top-handle-logo-flap-black-503419,"
                                                    $1,695                                            ",Chanel,"2,700",503419,Crossbody,11.5 ,8.5 ,3 ,16 ,2014,"box, authenticity card","We guarantee this is an authentic CHANEL Lambskin Top Handle Logo Flap Black or 100% of your money back. This stunning shoulder bag is crafted of lambskin leather with a diamond quilt pattern in black. The bag features a silver leather threaded chain-link shoulder straps, a cut out handle at the top of the flap and a Silver Chanel logo. This opens to a black leather interior with patch pockets. This is a gorgeous shoulder bag, ideal for both day and evening, from Chanel! ",Very G,"Corner wear, marks, faint scuffs",Faint scratch(es),,"Scuffs , perfume or cologne od",
Graffiti Printed Canvas Street Spirit Backpack Multicolor,https://www.fashionphile.com/chanel-graffiti-printed-canvas-street-spirit-backpack-multicolor-388845,"
                                                    $3,495                                            ",Chanel,,388845,Backpacks,11 ,13.5 ,5 ,13.25 ,2019,"authenticity card, box, dust bag","We guarantee this is an authentic CHANEL Graffiti Printed Canvas Street Spirit Backpack Multicolor or 100% of your money back. This stylish backpack is crafted of metallic canvas and features a sprayed graffiti print with the Chanel name, CC monogram logos, and 29 Rue Cambon, Paris flagship address on the bag. The unique hardware includes a dangling aged gold CC charm at the front pocket, aged gold chains and sturdy canvas shoulder straps with additional details including a leather top grip handle. The top zipper opens to a spacious burgundy fabric interior with an additional zipper pockets. This backpack is truly a work of art, from Chanel!",New,,,,,
Aged Calfskin Chevron Quilted Timeless Tote Grey,https://www.fashionphile.com/chanel-aged-calfskin-chevron-quilted-timeless-tote-grey-503561,"
                                                    $3,350                                            ",Chanel,"4,600",503561,Handbags,14 ,10 ,4 ,10.75 ,2018,authenticity card,"We guarantee this is an authentic CHANEL Aged Calfskin Chevron Quilted Timeless Tote Grey or 100% of your money back. This edgy newer style bag is crafted of luxurious calfskin leather in iridescent grey. The bag features a rear pocket and aged ruthenium chain-link shoulder straps. The top is open to a grey fabric interior with zipper and patch pockets. This is an excellent bag, ideal for everyday wear, by Chanel!",Excell,Faint corner wea,Faint scratch(es),Scuffs,Marks,
