productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Swift Jige Elan 29 Clutch Bleu Saint Cyr,https://www.fashionphile.com/hermes-swift-jige-elan-29-clutch-bleu-saint-cyr-431373,"
                                                    $2,475                                            ",Hermes,"3,525",431373,Clutch & Evening,11.5 ,5.75 ,0.75 ,,2016,dust bag,"We guarantee this is an authentic HERMES Swift Jige Elan 29 Clutch Bleu Saint Cyr or 100% of your money back. This stylish clutch is crafted of luxurious swift calfskin leather in a shade of light blue. There is a cross over flap and a strap that tucks under a leather Hermes ""H."" This opens to a leather interior with room for just the essentials for day or evening with the classic sophistication only from Hermes! ",New,Imprints,,,,
Togo Birkin 25 Chocolate,https://www.fashionphile.com/hermes-togo-birkin-25-chocolate-334944,"
                                                    $14,950                                            ",Hermes,,334944,Handbags,10 ,8 ,5.25 ,3.25 ,2018,"box, dust bag, clochette, lock, 2 keys, raincoa","We guarantee this is an authentic HERMES Togo Birkin 25 Chocolate or 100% of your money back. This chic and iconic handbag is expertly handcrafted of luxurious togo calfskin leather in dark brown. The bag features rolled leather top handles, a frontal flap with a strap closure with palladium hardware including a padlock and leather covered clochette with keys. The top flap opens to a matte chevre goatskin leather interior with zipper and patch pockets. This sophisticated and timeless Birkin is a true masterpiece, from Hermes!",Excell,,Faint scratch(es),,,
Swift Birkin 25 Capucine,https://www.fashionphile.com/hermes-swift-birkin-25-capucine-495211,"
                                                    $11,500                                            ",Hermes,,495211,Handbags,9.5 ,8 ,4.75 ,2.5 ,2017,"box, dust bag, rain coat, clochette, lock & 2 key","We guarantee this is an authentic HERMES Swift Birkin 25 Capucine or 100% of your money back. This classic handbag is beautifully crafted of supple swift leather with a fine grain in orange. The bag features rolled leather top handles, a front flap and strap closure with silver palladium plated hardware including a turn lock and keys in the clochette. This opens to a matching matte orange leather interior with zipper and patch pockets. This beautiful handbag is spacious enough for daily outings or evening out, with the classical sophistication of Hermes!",Excell,"Faint corner wear, faint scuffs","Protective plastic sticker(s) intact, faint scratch(es)",,Pocket(s) stretched,
Epsom Bi Color Horseshoe Birkin 30 Rose Tyrien Bleu Electrique,https://www.fashionphile.com/hermes-epsom-bi-color-horseshoe-birkin-30-rose-tyrien-bleu-electrique-497905,"
                                                    $17,225                                            ",Hermes,,497905,Handbags,11.5 ,9.5 ,6 ,3.75 ,,"box, rain coat, dust bag, clochette, lock &2 key","We guarantee this is an authentic HERMES Epsom Bi Color Horseshoe Birkin 30 Rose Tyrien Bleu Electrique or 100% of your money back. This stunning Birkin handbag is crafted of luxurious calfskin leather in dark pink and blue.  This features looping leather top handles, a cross over flap and a strap closure, and a gold plated turn lock, padlock and a hanging clochette with keys. This opens to a purple goatskin leather interior with zipper and patch pockets. This is an excellent handbag for every occasion, from Hermes!",Excell,"Corner wear, scuffs , marks",Scratch(es),,Marks,
Taurillon Clemence Evelyne TPM Bleu Nuit,https://www.fashionphile.com/hermes-taurillon-clemence-evelyne-tpm-bleu-nuit-512590,"
                                                    $2,105                                            ",Hermes,,512590,Crossbody,7 ,7 ,2.25 ,22.5 ,2018,"box, dust bag","We guarantee this is an authentic HERMES Taurillon Clemence Evelyne TPM Bleu Nuit or 100% of your money back. This petite crossbody messenger bag is finely crafted of rich taurillon clemence calfskin leather in dark navy blue. The bag features a canvas body strap, polished silver hardware, and a perforated Hermes H inside an oval on the front of the bag. The top of the bag opens with a cross over strap to a matching suede interior. This is a stylish messenger bag for everyday use, from Hermes!",Excell,,Faint scratch(es),,,
Taurillon Clemence Evelyne PM Rubis,https://www.fashionphile.com/hermes-taurillon-clemence-evelyne-pm-rubis-442753,"
                                                    $2,775                                            ",Hermes,,442753,Crossbody,11.25 ,11 ,3 ,19.25 ,2010,dust bag,"We guarantee this is an authentic HERMES Taurillon Clemence Evelyne PM Rubis or 100% of your money back. This stylish messenger bag is crafted of fine Taurillon Clemence calfskin leather in deep red. The shoulder bag features a canvas shoulder strap, polished silver hardware, and a perforated Hermes H oval on the front of the bag. The top of the bag opens with a cross over strap to a matching suede interior with a flat pocket. This is a chic crossbody messenger bag, ideal for everyday essentials, from Hermes!",Excell,Marks,Scratch(es),,Surface wea,
Togo Kelly Retourne 32 Mykonos,https://www.fashionphile.com/hermes-togo-kelly-retourne-32-mykonos-480732,"
                                                    $12,250                                            ",Hermes,,480732,Handbags,12.25 ,9 ,5 ,17 ,2019,"box, dust bag, clochette, lock & two keys, strap, rain coa","We guarantee this is an authentic HERMES Togo Kelly Retourne 32 Mykonos or 100% of your money back. This Kelly handbag is crafted of richly textured togo calfskin leather in a beautiful shade of blue. The bag features a reinforced leather top handle with silver palladium hardware links. The hand bag features an optional leather shoulder strap, a crossover flap and a strap closure, signature silver palladium Kelly turn lock and padlock, a clochette, and keys. The flap opens to a matte leather interior with zipper and flat pockets. This is an iconic and very sought after handbag, ideal for occasions that call for the luxury and style only from Hermes!",New,,Protective plastic sticker(s) intact,,,
Swift Birkin 35 Black,https://www.fashionphile.com/hermes-swift-birkin-35-black-512800,"
                                                    $7,830                                            ",Hermes,,512800,Handbags,13.5 ,10.5 ,7 ,4.25 ,2009,"clochette, lock, 2 key","We guarantee this is an authentic HERMES Swift Birkin 35 Black or 100% of your money back. This highly coveted Birkin handbag is finely crafted of smooth swift calfskin leather. The bag features rolled handles, a frontal flap, a strap closure and a clochette of leather with a turn lock and a padlock of polished palladium. This opens to a matte chevre goatskin leather interior with zipper and patch pockets. This iconic tote is ideal for everyday luxury, from Hermes! ",Very G,"Corner wear, scuffs , structure loss , edge wear , marks, wear at resin glazing",Scratch(es),"Scuffs , wear at resin glazing","Scuffs , marks, imprints",
Togo Birkin 30 Gris Tourterelle,https://www.fashionphile.com/hermes-togo-birkin-30-gris-tourterelle-511682,"
                                                    $17,820                                            ",Hermes,,511682,Handbags,11.75 ,10 ,6 ,3.75 ,2018,"dust bag, box, rain coat, clochette, lock & 2 key","We guarantee this is an authentic HERMES Togo Birkin 30 Gris Tourterelle or 100% of your money back. This stylish tote is finely crafted of grained leather in a warm gray with contrast stitching. The bag features rolled leather top handles, a leather belt, and gold plated hardware, including a turn lock, a padlock, and a hanging clochette with keys. This opens to a leather interior with zipper and patch pockets. This is an exquisite tote for everyday use, from Hermes! ",Excell,,Faint scratch(es),,,
Matte Alligator Jige Elan 29 Clutch Cactus,https://www.fashionphile.com/hermes-matte-alligator-jige-elan-29-clutch-cactus-511290,"
                                                    $13,500                                            ",Hermes,,511290,Clutch & Evening,11.5 ,5.25 ,1 ,,2016,"box, dust bag","We guarantee this is an authentic HERMES Matte Alligator Jige Elan 29 Clutch Cactus or 100% of your money back. This stylish matte alligator clutch in green features a cross over flap and a strap that tucks under the Hermes ""H"" on the front. The front flap opens to a leather interior in green. This clutch has room for just the essentials for day or evening with the classic sophistication only from Hermes!",Excell,Faint scuffs,,,,
Buffalo Vespa PM Havane,https://www.fashionphile.com/hermes-buffalo-vespa-pm-havane-512996,"
                                                    $965                                            ",Hermes,,512996,Crossbody,11.25 ,11 ,3.25 ,17.75 ,,,"We guarantee this is an authentic HERMES Buffalo Vespa PM Havane or 100% of your money back. This chic cross-body bag is crafted of buffalo leather in dark brown. The bag features a canvas cross-body strap with silver links and a facing silver bar closure. This opens to a light brown suede interior with a large patch pocket. Stay on trend with this versatile and unique bag, only from Hermes! ",Very G,"Scuffs , edge wear , marks","Scratch(es) , pitt","Edge wear , popped stitch(es)","k marks, liquids marks, surface wea",
Swift Jige Elan 29 Clutch Blue Jean,https://www.fashionphile.com/hermes-swift-jige-elan-29-clutch-blue-jean-511678,"
                                                    $2,155                                            ",Hermes,"3,525",511678,Clutch & Evening,11.5 ,6 ,1 ,,2016,"box, dust bag","We guarantee this is an authentic HERMES Swift Jige Elan 29 Clutch Blue Jean or 100% of your money back. This elegant clutch bag is crafted of luxurious swift calfskin leather in a beautiful shade of blue. There is a cross over flap and a strap that tucks under a leather Hermes ""H."" This opens to a matching leather interior with room for just the essentials for day or evening with the classic sophistication only from Hermes! ",Excell,Faint scuffs,,,,
